Entry,Entry name,Status,Protein names,Gene names,Organism,Length,Gene ontology (biological process),Gene ontology (cellular component),Gene ontology (GO),Gene ontology (molecular function),Gene ontology IDs,Cross-reference (KEGG),Cross-reference (KO),Cross-reference (Pfam),yourlist:M2018112014483A1C7ED25EE8374758DF3FD545FD0244567
A0A2B4S9N7,A0A2B4S9N7_STYPI,unreviewed,T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta),CCT7 AWC38_SpisGene7929,Stylophora pistillata (Smooth cauliflower coral),542,protein folding [GO:0006457],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457],ATP binding [GO:0005524]; unfolded protein binding [GO:0051082],GO:0005524; GO:0005737; GO:0006457; GO:0051082,,,PF00118;,A0A2B4S9N7
A0A2B4SAS8,A0A2B4SAS8_STYPI,unreviewed,Clathrin light chain,Clta AWC38_SpisGene9701,Stylophora pistillata (Smooth cauliflower coral),196,intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],clathrin coat of coated pit [GO:0030132]; clathrin coat of trans-Golgi network vesicle [GO:0030130],clathrin coat of coated pit [GO:0030132]; clathrin coat of trans-Golgi network vesicle [GO:0030130]; structural molecule activity [GO:0005198]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],structural molecule activity [GO:0005198],GO:0005198; GO:0006886; GO:0016192; GO:0030130; GO:0030132,,,PF01086;,A0A2B4SAS8
T2MFV2,T2MFV2_HYDVU,unreviewed,Sorcin (Fragment),SRI,Hydra vulgaris (Hydra) (Hydra attenuata),204,,,calcium ion binding [GO:0005509],calcium ion binding [GO:0005509],GO:0005509,,,PF13833;,T2MFV2
A0A2B4RW40,A0A2B4RW40_STYPI,unreviewed,Dipeptidase (EC 3.4.13.19),DPEP1 AWC38_SpisGene13672,Stylophora pistillata (Smooth cauliflower coral),426,,anchored component of membrane [GO:0031225],anchored component of membrane [GO:0031225]; dipeptidase activity [GO:0016805]; dipeptidyl-peptidase activity [GO:0008239]; metal ion binding [GO:0046872]; metalloexopeptidase activity [GO:0008235],dipeptidase activity [GO:0016805]; dipeptidyl-peptidase activity [GO:0008239]; metal ion binding [GO:0046872]; metalloexopeptidase activity [GO:0008235],GO:0008235; GO:0008239; GO:0016805; GO:0031225; GO:0046872,,,PF01244;,A0A2B4RW40
A0A2B4SY00,A0A2B4SY00_STYPI,unreviewed,Dual serine/threonine and tyrosine protein kinase,Dstyk AWC38_SpisGene1212,Stylophora pistillata (Smooth cauliflower coral),966,,,ATP binding [GO:0005524]; protein kinase activity [GO:0004672],ATP binding [GO:0005524]; protein kinase activity [GO:0004672],GO:0004672; GO:0005524,,,PF00350;PF00069;,A0A2B4SY00
A0A2B4S7Q9,A0A2B4S7Q9_STYPI,unreviewed,Reticulocyte-binding protein 2-like a,AWC38_SpisGene10812,Stylophora pistillata (Smooth cauliflower coral),1168,,,lipid binding [GO:0008289],lipid binding [GO:0008289],GO:0008289,,,PF00754;,A0A2B4S7Q9
A0A2B4SPI2,A0A2B4SPI2_STYPI,unreviewed,40S ribosomal protein S16,rps16 AWC38_SpisGene4190,Stylophora pistillata (Smooth cauliflower coral),141,translation [GO:0006412],ribosome [GO:0005840],ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],structural constituent of ribosome [GO:0003735],GO:0003735; GO:0005840; GO:0006412,,,PF00380;,A0A2B4SPI2
A0A2B4RXK6,A0A2B4RXK6_STYPI,unreviewed,WD repeat-containing protein 61,wdr61 AWC38_SpisGene14471,Stylophora pistillata (Smooth cauliflower coral),304,,,,,,,,PF00400;,A0A2B4RXK6
E0VZT6,E0VZT6_PEDHC,unreviewed,Small nuclear ribonucleoprotein Sm D1 (snRNP core protein D1),8235447 Phum_PHUM538040,Pediculus humanus subsp. corporis (Body louse),122,spliceosomal snRNP assembly [GO:0000387],nucleus [GO:0005634],nucleus [GO:0005634]; spliceosomal snRNP assembly [GO:0000387],,GO:0000387; GO:0005634,phu:Phum_PHUM538040;,K11087;,PF01423;,E0VZT6
A0A0A7E975,A0A0A7E975_EUPAN,unreviewed,Piwi,,Euphyllia ancora (Hammer coral),861,gene silencing by RNA [GO:0031047],,nucleic acid binding [GO:0003676]; gene silencing by RNA [GO:0031047],nucleic acid binding [GO:0003676],GO:0003676; GO:0031047,,,PF02170;PF02171;,A0A0A7E975
A0A2B4STA5,A0A2B4STA5_STYPI,unreviewed,Alpha-galactosidase (EC 3.2.1.-),NAGA AWC38_SpisGene3343,Stylophora pistillata (Smooth cauliflower coral),414,carbohydrate metabolic process [GO:0005975],integral component of membrane [GO:0016021],"integral component of membrane [GO:0016021]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]","hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]",GO:0004553; GO:0005975; GO:0016021,,,PF16499;PF17450;,A0A2B4STA5
A0A2B4SZR7,A0A2B4SZR7_STYPI,unreviewed,Glucosamine-6-phosphate isomerase (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase),GNPDA1 AWC38_SpisGene770,Stylophora pistillata (Smooth cauliflower coral),338,carbohydrate metabolic process [GO:0005975]; N-acetylglucosamine metabolic process [GO:0006044],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; glucosamine-6-phosphate deaminase activity [GO:0004342]; carbohydrate metabolic process [GO:0005975]; N-acetylglucosamine metabolic process [GO:0006044],glucosamine-6-phosphate deaminase activity [GO:0004342],GO:0004342; GO:0005737; GO:0005975; GO:0006044,,,PF01182;,A0A2B4SZR7
A0A2B4SI93,A0A2B4SI93_STYPI,unreviewed,Fibropellin-1,EGF1 AWC38_SpisGene4844,Stylophora pistillata (Smooth cauliflower coral),195,,,,,,,,PF01382;,A0A2B4SI93
A0A2B4S1A7,A0A2B4S1A7_STYPI,unreviewed,60S ribosomal protein L31,rpl31 AWC38_SpisGene13201,Stylophora pistillata (Smooth cauliflower coral),123,translation [GO:0006412],ribosome [GO:0005840],ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],structural constituent of ribosome [GO:0003735],GO:0003735; GO:0005840; GO:0006412,,,PF01198;,A0A2B4S1A7
A0A2B4SAU6,A0A2B4SAU6_STYPI,unreviewed,Lipoma-preferred partner-like,LPP AWC38_SpisGene9186,Stylophora pistillata (Smooth cauliflower coral),286,,,metal ion binding [GO:0046872],metal ion binding [GO:0046872],GO:0046872,,,PF00412;,A0A2B4SAU6
A0A2B4RI26,A0A2B4RI26_STYPI,unreviewed,Proteasome subunit alpha type (EC 3.4.25.1),Psma4 AWC38_SpisGene18430,Stylophora pistillata (Smooth cauliflower coral),255,ubiquitin-dependent protein catabolic process [GO:0006511],"cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex, alpha-subunit complex [GO:0019773]","cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex, alpha-subunit complex [GO:0019773]; threonine-type endopeptidase activity [GO:0004298]; ubiquitin-dependent protein catabolic process [GO:0006511]",threonine-type endopeptidase activity [GO:0004298],GO:0004298; GO:0005634; GO:0005737; GO:0006511; GO:0019773,,,PF00227;PF10584;,A0A2B4RI26
A0A2B4R563,A0A2B4R563_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene24545,Stylophora pistillata (Smooth cauliflower coral),227,,,,,,,,PF04089;,A0A2B4R563
A0A2B4SKJ4,A0A2B4SKJ4_STYPI,unreviewed,Death-associated protein 1,DAP AWC38_SpisGene6322,Stylophora pistillata (Smooth cauliflower coral),113,,,,,,,,PF15228;,A0A2B4SKJ4
A0A2B4RB64,A0A2B4RB64_STYPI,unreviewed,Selenium-binding protein 1,Selenbp1 AWC38_SpisGene22447,Stylophora pistillata (Smooth cauliflower coral),473,,,selenium binding [GO:0008430],selenium binding [GO:0008430],GO:0008430,,,PF05694;,A0A2B4RB64
A0A210PWH5,A0A210PWH5_MIZYE,unreviewed,Eukaryotic translation initiation factor 3 subunit I (eIF3i),KP79_PYT09232,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),320,formation of cytoplasmic translation initiation complex [GO:0001732],eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852],eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; translation initiation factor activity [GO:0003743]; formation of cytoplasmic translation initiation complex [GO:0001732],translation initiation factor activity [GO:0003743],GO:0001732; GO:0003743; GO:0005852; GO:0016282; GO:0033290,,,PF00400;,A0A210PWH5
A0A2B4SSC5,A0A2B4SSC5_STYPI,unreviewed,Synaptic vesicle membrane protein VAT-1-like,vat1 AWC38_SpisGene3762,Stylophora pistillata (Smooth cauliflower coral),417,,,oxidoreductase activity [GO:0016491],oxidoreductase activity [GO:0016491],GO:0016491,,,PF08240;PF00107;,A0A2B4SSC5
A0A2B4T1D4,A0A2B4T1D4_STYPI,unreviewed,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8),PPIB AWC38_SpisGene569,Stylophora pistillata (Smooth cauliflower coral),217,protein folding [GO:0006457],,peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457],peptidyl-prolyl cis-trans isomerase activity [GO:0003755],GO:0003755; GO:0006457,,,PF00160;,A0A2B4T1D4
A0A2B4RUZ3,A0A2B4RUZ3_STYPI,unreviewed,B-cell receptor-associated protein 31,BCAP31 AWC38_SpisGene14102,Stylophora pistillata (Smooth cauliflower coral),256,intracellular protein transport [GO:0006886],endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021],endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; intracellular protein transport [GO:0006886],,GO:0005783; GO:0006886; GO:0016021,,,PF05529;,A0A2B4RUZ3
A0A2B4SS36,A0A2B4SS36_STYPI,unreviewed,Serine/arginine-rich splicing factor 4,Srsf4 AWC38_SpisGene3216,Stylophora pistillata (Smooth cauliflower coral),250,,,RNA binding [GO:0003723],RNA binding [GO:0003723],GO:0003723,,,PF11608;PF00076;,A0A2B4SS36
A0A2B4RX69,A0A2B4RX69_STYPI,unreviewed,Synaptosomal-associated protein,Snap25 AWC38_SpisGene13274,Stylophora pistillata (Smooth cauliflower coral),460,"regulation of transcription, DNA-templated [GO:0006355]",nucleus [GO:0005634],"nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]; regulation of transcription, DNA-templated [GO:0006355]",sequence-specific DNA binding [GO:0043565],GO:0005634; GO:0006355; GO:0043565,,,PF00046;PF00835;,A0A2B4RX69
A0A2B4S518,A0A2B4S518_STYPI,unreviewed,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial",Idh3g AWC38_SpisGene11903,Stylophora pistillata (Smooth cauliflower coral),395,tricarboxylic acid cycle [GO:0006099],mitochondrion [GO:0005739],mitochondrion [GO:0005739]; isocitrate dehydrogenase (NAD+) activity [GO:0004449]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; tricarboxylic acid cycle [GO:0006099],isocitrate dehydrogenase (NAD+) activity [GO:0004449]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287],GO:0000287; GO:0004449; GO:0005739; GO:0006099; GO:0051287,,,PF00180;,A0A2B4S518
A0A2B4RIQ8,A0A2B4RIQ8_STYPI,unreviewed,RNA-directed DNA polymerase from mobile element jockey,jockey\pol AWC38_SpisGene19595,Stylophora pistillata (Smooth cauliflower coral),1161,,,calcium ion binding [GO:0005509]; RNA-directed DNA polymerase activity [GO:0003964],calcium ion binding [GO:0005509]; RNA-directed DNA polymerase activity [GO:0003964],GO:0003964; GO:0005509,,,PF07645;PF00078;,A0A2B4RIQ8
A0A2B4R010,A0A2B4R010_STYPI,unreviewed,Hemicentin-2,Hmcn2 AWC38_SpisGene24410,Stylophora pistillata (Smooth cauliflower coral),297,,,,,,,,PF00047;,A0A2B4R010
A0A2B4S6J0,A0A2B4S6J0_STYPI,unreviewed,Eukaryotic translation initiation factor 4E,eif4e AWC38_SpisGene10987,Stylophora pistillata (Smooth cauliflower coral),222,,cytoplasm [GO:0005737],cytoplasm [GO:0005737]; translation initiation factor activity [GO:0003743],translation initiation factor activity [GO:0003743],GO:0003743; GO:0005737,,,PF01652;,A0A2B4S6J0
A0A2B4SF00,A0A2B4SF00_STYPI,unreviewed,Golgi-associated plant pathogenesis-related protein 1,Glipr2 AWC38_SpisGene7609,Stylophora pistillata (Smooth cauliflower coral),257,,extracellular region [GO:0005576],extracellular region [GO:0005576],,GO:0005576,,,PF00188;,A0A2B4SF00
A7S2I7,A7S2I7_NEMVE,unreviewed,Predicted protein,v1g165644,Nematostella vectensis (Starlet sea anemone),209,ER to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886],COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021],COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; ER to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886],,GO:0005783; GO:0005793; GO:0005794; GO:0006886; GO:0006888; GO:0007030; GO:0016021; GO:0030134,nve:NEMVE_v1g165644;,K20349;,PF01105;,A7S2I7
Q7ZUH6,Q7ZUH6_DANRE,unreviewed,Zgc:56530,cst14a.2 cst14a zgc:56530,Danio rerio (Zebrafish) (Brachydanio rerio),100,,cytosol [GO:0005829],cytosol [GO:0005829]; cysteine-type endopeptidase inhibitor activity [GO:0004869],cysteine-type endopeptidase inhibitor activity [GO:0004869],GO:0004869; GO:0005829,,,PF00031;,Q7ZUH6
A0A2B4SWV2,A0A2B4SWV2_STYPI,unreviewed,Coiled-coil domain-containing protein 58,ccdc58 AWC38_SpisGene1326,Stylophora pistillata (Smooth cauliflower coral),134,,,,,,,,PF09774;,A0A2B4SWV2
A0A2B4SQA6,A0A2B4SQA6_STYPI,unreviewed,Phosphonoacetaldehyde hydrolase,phnX AWC38_SpisGene3629,Stylophora pistillata (Smooth cauliflower coral),330,organic phosphonate catabolic process [GO:0019700],,phosphonoacetaldehyde hydrolase activity [GO:0050194]; organic phosphonate catabolic process [GO:0019700],phosphonoacetaldehyde hydrolase activity [GO:0050194],GO:0019700; GO:0050194,,,,A0A2B4SQA6
A0A2B4RG74,A0A2B4RG74_STYPI,unreviewed,Eukaryotic translation initiation factor 3 subunit L (eIF3l),AWC38_SpisGene20528,Stylophora pistillata (Smooth cauliflower coral),535,formation of cytoplasmic translation initiation complex [GO:0001732],eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852],eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; translation initiation factor activity [GO:0003743]; formation of cytoplasmic translation initiation complex [GO:0001732],translation initiation factor activity [GO:0003743],GO:0001732; GO:0003743; GO:0005852; GO:0016282; GO:0033290,,,PF10255;,A0A2B4RG74
A7RX16,A7RX16_NEMVE,unreviewed,Predicted protein,v1g203424,Nematostella vectensis (Starlet sea anemone),282,,,,,,nve:NEMVE_v1g203424;,,,A7RX16
C3XUB6,C3XUB6_BRAFL,unreviewed,Uncharacterized protein,BRAFLDRAFT_75405,Branchiostoma floridae (Florida lancelet) (Amphioxus),402,[2Fe-2S] cluster assembly [GO:0044571],,cysteine desulfurase activity [GO:0031071]; pyridoxal phosphate binding [GO:0030170]; [2Fe-2S] cluster assembly [GO:0044571],cysteine desulfurase activity [GO:0031071]; pyridoxal phosphate binding [GO:0030170],GO:0030170; GO:0031071; GO:0044571,bfo:BRAFLDRAFT_75405;,K04487;,PF00266;,C3XUB6
W4Z841,W4Z841_STRPU,unreviewed,Uncharacterized protein,,Strongylocentrotus purpuratus (Purple sea urchin),293,,,glycosaminoglycan binding [GO:0005539]; N-acetylglucosamine-6-sulfatase activity [GO:0008449],glycosaminoglycan binding [GO:0005539]; N-acetylglucosamine-6-sulfatase activity [GO:0008449],GO:0005539; GO:0008449,,,PF00884;,W4Z841
A0A2B4RVU2,A0A2B4RVU2_STYPI,unreviewed,Zinc finger C2HC domain-containing protein 1A,ZC2HC1A AWC38_SpisGene13776,Stylophora pistillata (Smooth cauliflower coral),313,,,,,,,,,A0A2B4RVU2
Q4KTH6,Q4KTH6_SUBDO,unreviewed,Ribosomal protein,,Suberites domuncula (Sponge),216,translation [GO:0006412],large ribosomal subunit [GO:0015934],large ribosomal subunit [GO:0015934]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735],GO:0003723; GO:0003735; GO:0006412; GO:0015934,,,PF00687;,Q4KTH6
A7SGK8,A7SGK8_NEMVE,unreviewed,Cytochrome b-c1 complex subunit 7,v1g170417,Nematostella vectensis (Starlet sea anemone),116,"aerobic respiration [GO:0009060]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]; mitochondrial respiratory chain complex III assembly [GO:0034551]",mitochondrial respiratory chain complex III [GO:0005750],"mitochondrial respiratory chain complex III [GO:0005750]; aerobic respiration [GO:0009060]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]; mitochondrial respiratory chain complex III assembly [GO:0034551]",,GO:0005750; GO:0006122; GO:0009060; GO:0034551,nve:NEMVE_v1g170417;,K00417;,PF02271;,A7SGK8
W4Z131,W4Z131_STRPU,unreviewed,Uncharacterized protein,,Strongylocentrotus purpuratus (Purple sea urchin),1956,DNA integration [GO:0015074],,nucleic acid binding [GO:0003676]; DNA integration [GO:0015074],nucleic acid binding [GO:0003676],GO:0003676; GO:0015074,,,PF05380;PF00665;,W4Z131
A0A2B4SXV0,A0A2B4SXV0_STYPI,unreviewed,"Alternative oxidase, mitochondrial",alxA AWC38_SpisGene1933,Stylophora pistillata (Smooth cauliflower coral),330,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; alternative oxidase activity [GO:0009916]; metal ion binding [GO:0046872],alternative oxidase activity [GO:0009916]; metal ion binding [GO:0046872],GO:0009916; GO:0016021; GO:0046872,,,PF01786;,A0A2B4SXV0
A0A2B4S3J9,A0A2B4S3J9_STYPI,unreviewed,"Threonine--tRNA ligase, cytoplasmic",Tars AWC38_SpisGene11842,Stylophora pistillata (Smooth cauliflower coral),736,threonyl-tRNA aminoacylation [GO:0006435],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; ATP binding [GO:0005524]; threonine-tRNA ligase activity [GO:0004829]; threonyl-tRNA aminoacylation [GO:0006435],ATP binding [GO:0005524]; threonine-tRNA ligase activity [GO:0004829],GO:0004829; GO:0005524; GO:0005737; GO:0006435,,,PF03129;PF02824;PF00587;PF07973;,A0A2B4S3J9
A7RSQ0,A7RSQ0_NEMVE,unreviewed,Predicted protein (Fragment),v1g181511,Nematostella vectensis (Starlet sea anemone),688,ER to Golgi vesicle-mediated transport [GO:0006888]; Golgi vesicle docking [GO:0048211]; intracellular protein transport [GO:0006886]; membrane fusion [GO:0061025]; transcytosis [GO:0045056]; vesicle fusion with Golgi apparatus [GO:0048280],endoplasmic reticulum [GO:0005783]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795],endoplasmic reticulum [GO:0005783]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; protein transporter activity [GO:0008565]; ER to Golgi vesicle-mediated transport [GO:0006888]; Golgi vesicle docking [GO:0048211]; intracellular protein transport [GO:0006886]; membrane fusion [GO:0061025]; transcytosis [GO:0045056]; vesicle fusion with Golgi apparatus [GO:0048280],protein transporter activity [GO:0008565],GO:0000139; GO:0005783; GO:0005795; GO:0006886; GO:0006888; GO:0008565; GO:0012507; GO:0045056; GO:0048211; GO:0048280; GO:0061025,nve:NEMVE_v1g181511;,,PF04869;,A7RSQ0
A0A2B4SNG3,A0A2B4SNG3_STYPI,unreviewed,"39S ribosomal protein L12, mitochondrial",Mrpl12 AWC38_SpisGene5065,Stylophora pistillata (Smooth cauliflower coral),195,translation [GO:0006412],ribosome [GO:0005840],ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],structural constituent of ribosome [GO:0003735],GO:0003735; GO:0005840; GO:0006412,,,PF00542;PF16320;,A0A2B4SNG3
A0A2B4S7K1,A0A2B4S7K1_STYPI,unreviewed,Synaptic vesicle membrane protein VAT-1-like,vat1 AWC38_SpisGene9470,Stylophora pistillata (Smooth cauliflower coral),363,,,oxidoreductase activity [GO:0016491],oxidoreductase activity [GO:0016491],GO:0016491,,,PF08240;PF00107;,A0A2B4S7K1
A0A2B4RTT8,A0A2B4RTT8_STYPI,unreviewed,Interferon-inducible double-stranded RNA-dependent protein kinase activator A-like A,prkra-a AWC38_SpisGene15801,Stylophora pistillata (Smooth cauliflower coral),365,production of siRNA involved in RNA interference [GO:0030422],,double-stranded RNA binding [GO:0003725]; enzyme activator activity [GO:0008047]; kinase activity [GO:0016301]; production of siRNA involved in RNA interference [GO:0030422],double-stranded RNA binding [GO:0003725]; enzyme activator activity [GO:0008047]; kinase activity [GO:0016301],GO:0003725; GO:0008047; GO:0016301; GO:0030422,,,PF00035;PF16482;,A0A2B4RTT8
